date,location,tourist_count,weather_temp,event,season
2023-02-01,Paris,7546,18.935121168194527,Festival,Autumn
2023-01-18,Sydney,5568,29.607021407191944,None,Winter
2023-03-20,Tokyo,9977,22.77358461964676,Festival,Summer
2023-09-05,Tokyo,8823,11.869856277398702,Conference,Spring
2023-07-12,London,6303,10.246339727217501,None,Spring
2023-09-08,London,6883,21.155979970637205,Conference,Spring
2023-03-24,Paris,8771,1.6885512166164993,Holiday,Summer
2023-01-22,New York,7913,-0.7558800907853325,Festival,Autumn
2023-04-08,Paris,9673,18.49679539728128,Festival,Summer
2023-09-30,Paris,10444,22.33092652514787,Festival,Summer
2023-02-26,London,6709,19.076586370081476,Conference,Spring
2023-10-04,Sydney,5225,12.060633258951661,Holiday,Autumn
2023-01-26,London,7109,13.60769438719868,Holiday,Winter
2023-12-01,Tokyo,2766,29.327436083455787,None,Spring
2023-11-23,New York,6638,17.648736674508882,Festival,Spring
2023-05-20,Paris,3804,21.634054740224038,None,Autumn
2023-07-17,New York,7905,14.96495838112701,Festival,Spring
2023-12-01,London,11060,29.015512565747645,Festival,Summer
2023-02-24,New York,4450,24.034689181079173,None,Winter
2023-04-07,Sydney,8487,8.238266634452193,Conference,Spring
2023-02-03,Paris,5480,31.818910929599618,None,Winter
2023-04-15,Paris,8216,25.39473373693372,Festival,Winter
2023-01-10,Tokyo,9181,15.569051260439293,Festival,Spring
2023-07-28,Paris,6975,12.187032931769416,Conference,Spring
2023-07-23,Paris,8977,28.01514318877009,Conference,Autumn
2023-11-16,New York,8801,16.72058079732641,Festival,Spring
2023-08-03,London,9147,8.90047162963751,Holiday,Spring
2023-03-15,Paris,6616,13.958323966841455,Holiday,Winter
2023-12-10,Paris,7954,9.387064682885182,Holiday,Winter
2023-05-17,London,4192,26.627258265192665,None,Winter
2023-05-29,Tokyo,9414,35.452571697547434,None,Summer
2023-10-01,Tokyo,8595,17.537578780512824,Holiday,Autumn
2023-03-14,Paris,7824,20.007101215659635,Conference,Winter
2023-02-16,New York,3010,19.91431711989234,None,Autumn
2023-09-04,New York,7871,39.533032557459904,Holiday,Spring
2023-06-23,London,8462,15.652250702663984,Festival,Winter
2023-10-25,New York,8582,26.928575842374368,Holiday,Winter
2023-11-15,New York,8001,16.06947242938599,None,Summer
2023-11-04,London,8710,33.93454527524432,Festival,Winter
2023-07-08,Paris,4057,36.69069525826331,None,Winter
2023-07-19,Sydney,12351,16.11255174794218,Holiday,Summer
2023-03-12,Paris,7078,22.296414163898696,Conference,Spring
2023-06-10,Tokyo,4743,11.558833828338743,None,Winter
2023-03-09,Sydney,8454,32.27151674122793,Conference,Spring
2023-02-18,London,8682,42.642581279377794,Holiday,Spring
2023-04-08,London,3812,27.526823152860572,None,Spring
2023-09-11,London,7927,39.0780878898128,Holiday,Spring
2023-04-10,New York,8196,14.286257475827231,Holiday,Spring
2023-07-11,London,7450,30.080040042932595,Festival,Spring
2023-08-10,Sydney,9912,31.64583471201948,Holiday,Summer
2023-09-19,London,6855,20.9697017676085,None,Summer
2023-03-10,New York,10736,25.388312227920586,Holiday,Summer
2023-06-30,Sydney,7272,15.679562350258657,Conference,Winter
2023-06-03,Sydney,5835,25.074543382865404,None,Autumn
2023-04-16,Sydney,10768,20.493083315202227,Conference,Summer
2023-08-26,Tokyo,8363,13.917734925552407,Festival,Winter
2023-08-11,New York,9011,30.330749845985153,Holiday,Winter
2023-05-01,London,5583,11.65686925959428,None,Spring
2023-05-05,New York,9337,4.138983411780366,Conference,Summer
2023-05-04,Sydney,8763,14.08883262615291,Festival,Autumn
2023-10-19,Sydney,8021,31.651237398201346,Holiday,Spring
2023-08-30,Sydney,5861,17.543347240405964,None,Spring
2023-05-09,Tokyo,7453,19.70258345844616,Festival,Spring
2023-02-13,Tokyo,9729,20.292514797018754,Festival,Summer
2023-08-30,New York,8472,20.180168720444467,Holiday,Spring
2023-12-07,Paris,7370,-7.043916316027751,Conference,Spring
2023-08-08,Paris,7464,27.177934951238125,Holiday,Autumn
2023-02-01,Tokyo,4787,31.77544724769586,None,Spring
2023-01-18,Paris,8323,30.00662705158344,Festival,Winter
2023-09-03,Tokyo,7681,13.213569387058968,Festival,Spring
2023-06-21,Sydney,8802,35.98538112096341,Conference,Spring
